user,dataID,filename,Question_1_1_1,Question_2_1_1,Question_2_2_1,Question_3_1_1,Question_3_2_1,Question_4_1_1,Question_4_2_1,Question_4_3_1,Question_4_4_1_5_2_1,Question_5_3_1,Question_5_5_1,Question_6_1_1,Question_6_4_1,Question_6_5_1_5_4_1,Question_6_6_1_5_1_1,Question_7_1_1,Question_7_2_1,Question_8_1_1,Question_9_1_1,Question_9_2_1,message
77,84882751,Schubert_D960_mv2_8bars_6_10.wav,7.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,6.0,2.0,5.0,3.0,2.0,,
104,84882752,Schubert_D960_mv2_8bars_7_04.wav,5.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,,느린 템포와 절제된 연주로 화음의 울림을 잘 표현했다.
71,84882764,Schubert_D960_mv2_8bars_9_05.wav,4.0,6.0,3.0,6.0,6.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,
101,84882771,Schubert_D960_mv2_8bars_9_16.wav,2.0,6.0,2.0,7.0,7.0,3.0,5.0,3.0,4.0,3.0,3.0,6.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,,
71,84882786,Schubert_D960_mv2_8bars_6_14.wav,2.0,4.0,5.0,6.0,6.0,2.0,4.0,4.0,4.0,6.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,,
101,84882793,Schubert_D960_mv2_16bars_Score_09.wav,1.0,2.0,5.0,1.0,1.0,3.0,6.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,1.0,4.0,2.0,2.0,3.0,,
71,84882803,Schubert_D960_mv2_8bars_9_01.wav,2.0,6.0,4.0,6.0,5.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,,
85,84882820,Schubert_D960_mv2_8bars_9_12.wav,1.0,7.0,1.0,7.0,7.0,1.0,7.0,7.0,1.0,1.0,4.0,4.0,7.0,7.0,1.0,7.0,4.0,5.0,7.0,,오른손 왼손을 셈여림이나 터치를 조화롭게 잘 표현하며 연주 하고 있는거 같다
71,84882842,Schubert_D960_mv2_8bars_9_14.wav,3.0,6.0,4.0,6.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,,
101,84882847,Schubert_D960_mv2_8bars_6_06.wav,1.0,4.0,5.0,7.0,6.0,2.0,5.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,,
71,84882872,Schubert_D960_mv2_16bars_Score_07.wav,3.0,3.0,5.0,6.0,6.0,3.0,5.0,4.0,4.0,6.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,,
101,84882880,Schubert_D960_mv2_8bars_4_11.wav,5.0,6.0,3.0,7.0,7.0,4.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,,
116,84882883,Schubert_D960_mv2_8bars_9_09.wav,3.0,5.0,5.0,4.0,2.0,6.0,6.0,5.0,6.0,2.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,,
71,84882916,Schubert_D960_mv2_16bars_1_09.wav,5.0,6.0,4.0,6.0,6.0,3.0,5.0,4.0,3.0,4.0,3.0,6.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,,
101,84882921,Schubert_D960_mv2_8bars_10_16.wav,2.0,6.0,3.0,7.0,7.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,,
104,84882923,Schubert_D960_mv2_8bars_10_08.wav,2.0,7.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,,오른손  멜로디를 신중하게 한음 한음 무게감을 줘서 이동했다.
73,84882937,Schubert_D960_mv2_16bars_1_07.wav,6.0,2.0,6.0,2.0,2.0,2.0,2.0,0.0,0.0,7.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,애매하다
117,84882941,Schubert_D960_mv2_8bars_7_03.wav,2.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,7.0,2.0,4.0,1.0,2.0,2.0,6.0,2.0,4.0,,
101,84882950,Schubert_D960_mv2_8bars_8_10.wav,3.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,6.0,4.0,5.0,,
71,84882957,Schubert_D960_mv2_8bars_8_04.wav,5.0,6.0,4.0,6.0,6.0,2.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,,
116,84882972,Schubert_D960_mv2_8bars_8_16.wav,6.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,6.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,,
101,84882973,Schubert_D960_mv2_8bars_6_11.wav,3.0,6.0,3.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,6.0,4.0,5.0,,
71,84882987,Schubert_D960_mv2_8bars_6_12.wav,2.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,6.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,2.0,,
101,84883000,Schubert_D960_mv2_8bars_10_09.wav,1.0,5.0,4.0,6.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,6.0,4.0,5.0,6.0,4.0,5.0,,
104,84883007,Schubert_D960_mv2_8bars_8_14.wav,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,,소리의 다이내믹함이 부족하다
116,84883010,Schubert_D960_mv2_8bars_8_02.wav,7.0,5.0,3.0,4.0,7.0,4.0,4.0,5.0,2.0,4.0,3.0,6.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,,
71,84883017,Schubert_D960_mv2_8bars_9_17.wav,2.0,6.0,3.0,6.0,5.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,
101,84883032,Schubert_D960_mv2_16bars_1_04.wav,3.0,6.0,4.0,6.0,6.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0,,
116,84883044,Schubert_D960_mv2_16bars_Score_03.wav,3.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,6.0,3.0,3.0,4.0,4.0,5.0,,
71,84883052,Schubert_D960_mv2_8bars_10_06.wav,2.0,6.0,3.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,,
101,84883061,Schubert_D960_mv2_8bars_6_01.wav,1.0,5.0,4.0,6.0,2.0,5.0,6.0,5.0,2.0,3.0,5.0,4.0,5.0,6.0,3.0,5.0,5.0,5.0,5.0,,
116,84883066,Schubert_D960_mv2_16bars_Score_05.wav,4.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,5.0,,
71,84883080,Schubert_D960_mv2_8bars_10_04.wav,5.0,5.0,4.0,6.0,6.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,,
101,84883089,Schubert_D960_mv2_8bars_7_17.wav,2.0,3.0,5.0,6.0,3.0,4.0,6.0,4.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,,
116,84883097,Schubert_D960_mv2_8bars_8_06.wav,5.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,4.0,6.0,,
71,84883114,Schubert_D960_mv2_8bars_7_02.wav,2.0,6.0,5.0,6.0,6.0,2.0,5.0,4.0,3.0,6.0,2.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,,
104,84883118,Schubert_D960_mv2_8bars_10_15.wav,3.0,6.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,,아티큘레이션의 변화를  잘 표현했다.
101,84883123,Schubert_D960_mv2_8bars_7_14.wav,2.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,,
116,84883130,Schubert_D960_mv2_16bars_Score_06.wav,7.0,6.0,3.0,5.0,6.0,4.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,3.0,6.0,4.0,6.0,3.0,3.0,,
70,84883147,Schubert_D960_mv2_16bars_1_02.wav,3.0,3.0,2.0,5.0,2.0,6.0,6.0,4.0,6.0,2.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,,
101,84883154,Schubert_D960_mv2_8bars_10_14.wav,2.0,5.0,4.0,7.0,7.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,,
116,84883156,Schubert_D960_mv2_16bars_0_05.wav,4.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,3.0,4.0,6.0,4.0,4.0,5.0,4.0,6.0,,
101,84883170,Schubert_D960_mv2_8bars_8_05.wav,2.0,6.0,3.0,7.0,6.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,6.0,4.0,5.0,4.0,,
104,84883181,Schubert_D960_mv2_8bars_10_17.wav,2.0,6.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,,어둡고 느린 템포로 연주했다.
101,84883199,Schubert_D960_mv2_8bars_8_11.wav,5.0,5.0,6.0,6.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,6.0,5.0,4.0,,
116,84883204,Schubert_D960_mv2_8bars_9_10.wav,6.0,6.0,3.0,6.0,6.0,4.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,4.0,5.0,,
101,84883225,Schubert_D960_mv2_16bars_Score_02.wav,2.0,6.0,6.0,7.0,7.0,5.0,6.0,3.0,5.0,4.0,7.0,5.0,5.0,4.0,6.0,5.0,7.0,5.0,5.0,,
116,84883228,Schubert_D960_mv2_8bars_8_13.wav,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,6.0,3.0,4.0,3.0,4.0,6.0,,
70,84883236,Schubert_D960_mv2_8bars_9_06.wav,2.0,2.0,6.0,3.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,2.0,5.0,6.0,5.0,3.0,3.0,3.0,4.0,,
116,84883249,Schubert_D960_mv2_8bars_6_07.wav,6.0,6.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,6.0,4.0,3.0,4.0,4.0,6.0,,
101,84883260,Schubert_D960_mv2_16bars_1_01.wav,2.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,5.0,,
121,84883266,Schubert_D960_mv2_8bars_6_09.wav,1.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,4.0,3.0,4.0,4.0,5.0,,
70,84883275,Schubert_D960_mv2_8bars_9_08.wav,6.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,3.0,3.0,1.0,2.0,,
104,84883276,Schubert_D960_mv2_8bars_10_07.wav,2.0,6.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,,왼손의 빠른 분산화음위에 오른손은 레가토로 잘 연주했다.
116,84883282,Schubert_D960_mv2_8bars_8_03.wav,4.0,6.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,2.0,4.0,5.0,,
101,84883287,Schubert_D960_mv2_8bars_9_11.wav,3.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,,
70,84883300,Schubert_D960_mv2_8bars_3_11.wav,6.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,6.0,2.0,5.0,2.0,5.0,5.0,3.0,5.0,2.0,,
101,84883304,Schubert_D960_mv2_8bars_7_08.wav,4.0,5.0,6.0,5.0,1.0,5.0,7.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,,
121,84883306,Schubert_D960_mv2_8bars_7_09.wav,2.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,4.0,5.0,,
116,84883308,Schubert_D960_mv2_8bars_7_16.wav,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,5.0,,
121,84883321,Schubert_D960_mv2_16bars_1_03.wav,6.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,,
104,84883325,Schubert_D960_mv2_8bars_7_05.wav,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,어둡고 절제된표현을 했다.
116,84883330,Schubert_D960_mv2_16bars_0_08.wav,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,4.0,,
101,84883331,Schubert_D960_mv2_16bars_1_06.wav,2.0,5.0,4.0,6.0,3.0,5.0,6.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,,
121,84883342,Schubert_D960_mv2_8bars_9_15.wav,6.0,6.0,2.0,6.0,5.0,5.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,6.0,,
70,84883354,Schubert_D960_mv2_8bars_9_03.wav,5.0,6.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,,
101,84883361,Schubert_D960_mv2_8bars_6_08.wav,2.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,3.0,6.0,4.0,4.0,,
121,84883365,Schubert_D960_mv2_8bars_10_01.wav,4.0,6.0,2.0,3.0,3.0,2.0,6.0,6.0,2.0,4.0,3.0,5.0,4.0,6.0,2.0,4.0,4.0,4.0,6.0,,
116,84883368,Schubert_D960_mv2_8bars_6_05.wav,5.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,,
70,84883382,Schubert_D960_mv2_16bars_1_05.wav,5.0,3.0,2.0,5.0,3.0,6.0,1.0,3.0,6.0,2.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,,
121,84883383,Schubert_D960_mv2_8bars_7_12.wav,5.0,2.0,6.0,2.0,4.0,2.0,2.0,5.0,4.0,6.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,,
101,84883386,Schubert_D960_mv2_8bars_7_11.wav,5.0,6.0,4.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,6.0,4.0,3.0,,
104,84883392,Schubert_D960_mv2_8bars_6_03.wav,2.0,6.0,3.0,6.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,6.0,6.0,5.0,3.0,5.0,3.0,3.0,4.0,,절제되고 아름다운 음색을 나타냈다.
116,84883393,Schubert_D960_mv2_8bars_8_15.wav,3.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,3.0,5.0,5.0,4.0,5.0,,
121,84883400,Schubert_D960_mv2_8bars_9_07.wav,2.0,2.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,6.0,4.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,,
121,84883407,Schubert_D960_mv2_8bars_8_07.wav,2.0,2.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,6.0,3.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,,
101,84883408,Schubert_D960_mv2_8bars_7_13.wav,2.0,4.0,4.0,6.0,3.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,,
116,84883413,Schubert_D960_mv2_16bars_Score_04.wav,2.0,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,6.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,,
70,84883414,Schubert_D960_mv2_8bars_9_13.wav,6.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,,
121,84883416,Schubert_D960_mv2_8bars_7_10.wav,2.0,2.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,6.0,3.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,,
121,84883423,Schubert_D960_mv2_16bars_0_06.wav,6.0,2.0,2.0,4.0,2.0,6.0,6.0,2.0,6.0,2.0,5.0,2.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,,
101,84883429,Schubert_D960_mv2_8bars_6_13.wav,2.0,5.0,5.0,7.0,7.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,3.0,4.0,5.0,4.0,4.0,,
104,84883434,Schubert_D960_mv2_8bars_10_13.wav,2.0,5.0,4.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,6.0,3.0,3.0,5.0,4.0,4.0,,절제되고 힘있는  표현과 아름답고 섬세한 표현이 대비된다.
121,84883435,Schubert_D960_mv2_8bars_6_02.wav,6.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,,
116,84883438,Schubert_D960_mv2_8bars_8_17.wav,3.0,6.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,6.0,3.0,4.0,2.0,4.0,6.0,,
70,84883446,Schubert_D960_mv2_8bars_6_17.wav,6.0,2.0,2.0,5.0,3.0,5.0,2.0,5.0,3.0,6.0,5.0,3.0,3.0,3.0,5.0,6.0,3.0,2.0,2.0,,
121,84883452,Schubert_D960_mv2_16bars_0_02.wav,5.0,6.0,2.0,6.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,,
116,84883453,Schubert_D960_mv2_8bars_2_11.wav,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,4.0,5.0,4.0,5.0,,
101,84883454,Schubert_D960_mv2_8bars_9_04.wav,1.0,6.0,3.0,6.0,3.0,4.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,,
121,84883461,Schubert_D960_mv2_8bars_7_15.wav,6.0,3.0,6.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,3.0,,
89,84883462,Schubert_D960_mv2_8bars_6_15.wav,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,2.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,,
70,84883468,Schubert_D960_mv2_8bars_9_02.wav,6.0,2.0,2.0,6.0,5.0,5.0,6.0,5.0,6.0,2.0,6.0,3.0,3.0,5.0,6.0,5.0,3.0,5.0,4.0,,
121,84883469,Schubert_D960_mv2_8bars_7_06.wav,2.0,2.0,2.0,6.0,2.0,6.0,6.0,2.0,6.0,2.0,5.0,3.0,4.0,6.0,5.0,3.0,5.0,4.0,6.0,,
116,84883471,Schubert_D960_mv2_16bars_0_03.wav,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,6.0,,
101,84883474,Schubert_D960_mv2_16bars_1_08.wav,2.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,3.0,6.0,5.0,6.0,3.0,4.0,,
89,84883478,Schubert_D960_mv2_8bars_7_01.wav,3.0,5.0,6.0,6.0,6.0,3.0,6.0,5.0,6.0,2.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,,
121,84883479,Schubert_D960_mv2_8bars_7_07.wav,2.0,2.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,6.0,2.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,,
121,84883483,Schubert_D960_mv2_8bars_8_01.wav,6.0,6.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,,
70,84883486,Schubert_D960_mv2_16bars_Score_01.wav,2.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,2.0,6.0,5.0,5.0,3.0,7.0,5.0,5.0,3.0,3.0,,
117,84883490,Schubert_D960_mv2_8bars_8_08.wav,2.0,2.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0,,음색이 너무 딱딱하고 음악적인 느낌이 없어 기계가 연주하는 느낌이 강하게 듭니다. 
121,84883492,Schubert_D960_mv2_8bars_10_02.wav,6.0,6.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,,
101,84883493,Schubert_D960_mv2_8bars_10_11.wav,2.0,3.0,6.0,6.0,5.0,4.0,5.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,,
116,84883495,Schubert_D960_mv2_16bars_0_07.wav,2.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0,3.0,4.0,6.0,,
117,84883496,Schubert_D960_mv2_8bars_5_11.wav,5.0,6.0,1.0,6.0,5.0,6.0,6.0,5.0,3.0,2.0,5.0,3.0,6.0,5.0,5.0,2.0,5.0,5.0,6.0,,
121,84883503,Schubert_D960_mv2_8bars_10_05.wav,6.0,6.0,5.0,3.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,,
101,84883509,Schubert_D960_mv2_8bars_6_16.wav,2.0,6.0,4.0,7.0,7.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,4.0,6.0,5.0,,
121,84883511,Schubert_D960_mv2_8bars_10_10.wav,2.0,2.0,2.0,6.0,6.0,5.0,6.0,2.0,6.0,2.0,6.0,2.0,5.0,6.0,6.0,2.0,6.0,4.0,6.0,,
70,84883512,Schubert_D960_mv2_16bars_Score_08.wav,6.0,2.0,2.0,3.0,2.0,5.0,6.0,5.0,6.0,6.0,6.0,3.0,2.0,2.0,6.0,6.0,5.0,2.0,2.0,,
121,84883517,Schubert_D960_mv2_16bars_0_04.wav,2.0,2.0,6.0,5.0,6.0,3.0,5.0,3.0,5.0,2.0,6.0,2.0,4.0,6.0,5.0,2.0,6.0,4.0,6.0,,
117,84883518,Schubert_D960_mv2_16bars_0_01.wav,3.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,6.0,6.0,6.0,3.0,5.0,6.0,5.0,6.0,,밸런스가 좋고 긴 아티큘레이션으로 인해 집중이 되게 해줍니다. 
116,84883522,Schubert_D960_mv2_8bars_10_12.wav,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,,
101,84883524,Schubert_D960_mv2_8bars_10_03.wav,2.0,6.0,5.0,6.0,3.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,,
121,84883529,Schubert_D960_mv2_8bars_8_12.wav,6.0,6.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,,
121,84883545,Schubert_D960_mv2_8bars_8_09.wav,2.0,2.0,2.0,6.0,2.0,5.0,6.0,2.0,5.0,2.0,6.0,2.0,4.0,6.0,5.0,2.0,5.0,4.0,6.0,,
101,84883548,Schubert_D960_mv2_8bars_6_04.wav,1.0,5.0,4.0,7.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,,
121,84883558,Schubert_D960_mv2_8bars_6_10.wav,2.0,2.0,2.0,6.0,2.0,5.0,6.0,2.0,6.0,2.0,6.0,2.0,4.0,6.0,6.0,2.0,6.0,4.0,6.0,,
70,84883559,Schubert_D960_mv2_8bars_7_04.wav,7.0,2.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,,
117,84883562,Schubert_D960_mv2_8bars_9_05.wav,3.0,6.0,6.0,6.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,5.0,5.0,6.0,3.0,6.0,5.0,5.0,3.0,,두번째 아티큘레이션이 첫번째와 똑같아서 다소 지루한 느낌이 듭니다.
117,84883566,Schubert_D960_mv2_8bars_9_16.wav,7.0,6.0,3.0,6.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,7.0,6.0,3.0,5.0,6.0,6.0,3.0,3.0,,
121,84883568,Schubert_D960_mv2_8bars_6_14.wav,6.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,,
101,84883572,Schubert_D960_mv2_16bars_Score_09.wav,1.0,4.0,5.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,,
116,84883574,Schubert_D960_mv2_8bars_9_01.wav,3.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0,,
121,84883579,Schubert_D960_mv2_8bars_9_12.wav,6.0,6.0,2.0,6.0,2.0,5.0,6.0,5.0,2.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,,
121,84883591,Schubert_D960_mv2_8bars_9_14.wav,5.0,6.0,2.0,6.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,,
116,84883592,Schubert_D960_mv2_8bars_6_06.wav,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,
